review,label
"Good. Just wish for some feature stability. For example, sliding to the right to add to queue, doesn't work in the Liked Songs listing or in the search results listing. Also, when searching for sth, it'd be great to have the liked and saved stuff show up first. But that's complaining on a very sensitive level. Great app overall",positive
Finally got tired of the constant email and spamming. You sign up for an app and all you get is constant harassment. No respect for their customers.,negative
1 star is more than you deserve,positive
My daily companion. I thought I knew music well but Spotify has opened my ears and eyes to a much richer world.,positive
I can't even play the music I want because it's playing something else I don't like!!! Fix it now!!,negative
App keeps crashing when I press play the play button after the new update. Will change my score once this is fixed. I've even tried uninstalling and reinstalling the app and it still doesn't fix the issue. Using a Vivo X70 Pro. *Updated review* Issue fixed,negative
Too many useless ads. Also crashes frequently.,negative
I signed up for 30 day trial and can't play my play list,negative
I enjoy Spotify and have been using it for quite a while. My only gripe with it is that when listing to an artists mix I wish they played more of the artist and less of the similar artists.,negative
If I can't change the theme of my lyrics at least give me nice themes because your current themes are very boring,negative
It will not let me choose the song I want to listen to otherwise it is a good app,positive
"All songs I could not find on other music apps were here, it was a very good music apps, easier to find songs you like and love to hear......",positive
im a premium user but these days the app stoped in the middle of playing music And then the played song bar disappear. The widget on home screen or menu bar also disappear. i need to restart my phone first to make it work again. Please fix this. it happens on both my android phones.,negative
It's good to listen to music,positive
Horrible. Why can't I play a Playlist in order without premium. What's the use of calling it a Playlist if its always on shuffle?,negative
"Fix the app, it still is janky at best, randomly starts playing music after being disconnected from Android auto and won't pause / stop without force stopping the app, this was never a problem before.",positive
Very good! I like to get to know new artists an music styles and the proposed themes help a lot!,positive
"Just another way to be spied on by people with ðŸ’© intentions- I miss the 80s You can laugh, but at least our every move isn't on candid camera, all our likes & dislikes are monitored. Technology is a donkey. Wait, that's mean to donkeys... You get the point- Enjoy your shower! May as well do it on the front lawn!!!! ðŸ¤ª",negative
One of the best useful app especially for motivating your self â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸,positive
LOVE MUSIC SO VERY MUCH. DIDN'T HEAR OF MUSIC.,positive
Good app for music streaming as to your required musicians,positive
"I am very mad about the new update, everytime i use a playlist after the first song is done it plays a song that not even in the playlist :[",negative
I love the variety of music and podcasts on here but this app on my android continually force closes without warning. Half the time the music bar with the play button doesnt appear and I can see / control what is playing beyond shuffle and I pay for premium. Very frustrating.,negative
